customer_id,first_name,last_name,email,city,state,registration_date
74,Cliente_74,Sobrenome_74,cliente74@email.com,Rio de Janeiro,BA,2024-11-14
75,Cliente_75,Sobrenome_75,cliente75@email.com,Porto Alegre,RJ,2025-01-06
76,Cliente_76,Sobrenome_76,cliente76@email.com,Porto Alegre,RJ,2025-07-19
77,Cliente_77,Sobrenome_77,cliente77@email.com,São Paulo,RS,2025-03-08
78,Cliente_78,Sobrenome_78,cliente78@email.com,Porto Alegre,RS,2025-01-09
79,Cliente_79,Sobrenome_79,cliente79@email.com,São Paulo,SP,2025-08-05
80,Cliente_80,Sobrenome_80,cliente80@email.com,Porto Alegre,MG,2025-07-12
81,Cliente_81,Sobrenome_81,cliente81@email.com,Rio de Janeiro,RJ,2025-05-31
82,Cliente_82,Sobrenome_82,cliente82@email.com,Salvador,RS,2025-06-26
83,Cliente_83,Sobrenome_83,cliente83@email.com,Porto Alegre,RJ,2025-04-16
84,Cliente_84,Sobrenome_84,cliente84@email.com,Porto Alegre,RJ,2025-07-29
85,Cliente_85,Sobrenome_85,cliente85@email.com,Porto Alegre,BA,2025-07-17
86,Cliente_86,Sobrenome_86,cliente86@email.com,São Paulo,BA,2025-08-29
87,Cliente_87,Sobrenome_87,cliente87@email.com,São Paulo,RJ,2025-06-12
88,Cliente_88,Sobrenome_88,cliente88@email.com,Porto Alegre,RS,2025-01-02
89,Cliente_89,Sobrenome_89,cliente89@email.com,Rio de Janeiro,RS,2025-08-06
90,Cliente_90,Sobrenome_90,cliente90@email.com,Rio de Janeiro,RS,2025-09-04
91,Cliente_91,Sobrenome_91,cliente91@email.com,Porto Alegre,MG,2025-01-16
92,Cliente_92,Sobrenome_92,cliente92@email.com,Belo Horizonte,RS,2024-09-14
93,Cliente_93,Sobrenome_93,cliente93@email.com,Salvador,RS,2025-06-18
94,Cliente_94,Sobrenome_94,cliente94@email.com,Rio de Janeiro,MG,2025-05-17
95,Cliente_95,Sobrenome_95,cliente95@email.com,São Paulo,BA,2024-12-02
96,Cliente_96,Sobrenome_96,cliente96@email.com,São Paulo,MG,2025-08-07
97,Cliente_97,Sobrenome_97,cliente97@email.com,São Paulo,BA,2025-01-04
98,Cliente_98,Sobrenome_98,cliente98@email.com,Salvador,BA,2025-06-17
99,Cliente_99,Sobrenome_99,cliente99@email.com,São Paulo,BA,2025-07-26
100,Cliente_100,Sobrenome_100,cliente100@email.com,Rio de Janeiro,SP,2024-11-05
101,Cliente_101,Sobrenome_101,cliente101@email.com,São Paulo,RJ,2025-02-11
102,Cliente_102,Sobrenome_102,cliente102@email.com,São Paulo,BA,2025-05-02
103,Cliente_103,Sobrenome_103,cliente103@email.com,Salvador,BA,2025-08-16
104,Cliente_104,Sobrenome_104,cliente104@email.com,Salvador,SP,2025-02-03
105,Cliente_105,Sobrenome_105,cliente105@email.com,Salvador,BA,2024-12-12
106,Cliente_106,Sobrenome_106,cliente106@email.com,Belo Horizonte,MG,2025-05-24
107,Cliente_107,Sobrenome_107,cliente107@email.com,Belo Horizonte,RJ,2025-04-23
108,Cliente_108,Sobrenome_108,cliente108@email.com,Porto Alegre,RJ,2024-09-27
109,Cliente_109,Sobrenome_109,cliente109@email.com,Belo Horizonte,RS,2025-03-28
110,Cliente_110,Sobrenome_110,cliente110@email.com,São Paulo,SP,2025-01-14
111,Cliente_111,Sobrenome_111,cliente111@email.com,Salvador,BA,2025-07-16
112,Cliente_112,Sobrenome_112,cliente112@email.com,São Paulo,BA,2025-05-19
113,Cliente_113,Sobrenome_113,cliente113@email.com,Salvador,MG,2025-06-30
114,Cliente_114,Sobrenome_114,cliente114@email.com,Belo Horizonte,SP,2025-05-03
115,Cliente_115,Sobrenome_115,cliente115@email.com,Belo Horizonte,MG,2025-06-17
116,Cliente_116,Sobrenome_116,cliente116@email.com,Porto Alegre,BA,2024-09-10
117,Cliente_117,Sobrenome_117,cliente117@email.com,Belo Horizonte,BA,2024-10-06
118,Cliente_118,Sobrenome_118,cliente118@email.com,Salvador,SP,2024-09-29
119,Cliente_119,Sobrenome_119,cliente119@email.com,Salvador,MG,2024-10-01
120,Cliente_120,Sobrenome_120,cliente120@email.com,São Paulo,RJ,2025-04-23
121,Cliente_121,Sobrenome_121,cliente121@email.com,São Paulo,SP,2024-11-26
122,Cliente_122,Sobrenome_122,cliente122@email.com,Rio de Janeiro,MG,2025-04-14
123,Cliente_123,Sobrenome_123,cliente123@email.com,Salvador,RJ,2025-03-14
124,Cliente_124,Sobrenome_124,cliente124@email.com,Rio de Janeiro,MG,2024-12-21
125,Cliente_125,Sobrenome_125,cliente125@email.com,Porto Alegre,MG,2025-08-10
126,Cliente_126,Sobrenome_126,cliente126@email.com,São Paulo,RS,2025-04-17
127,Cliente_127,Sobrenome_127,cliente127@email.com,São Paulo,SP,2025-03-19
128,Cliente_128,Sobrenome_128,cliente128@email.com,Rio de Janeiro,MG,2025-06-15
129,Cliente_129,Sobrenome_129,cliente129@email.com,Porto Alegre,BA,2024-09-09
130,Cliente_130,Sobrenome_130,cliente130@email.com,Porto Alegre,BA,2025-09-01
131,Cliente_131,Sobrenome_131,cliente131@email.com,São Paulo,SP,2024-09-17
132,Cliente_132,Sobrenome_132,cliente132@email.com,Rio de Janeiro,BA,2025-08-18
133,Cliente_133,Sobrenome_133,cliente133@email.com,Belo Horizonte,BA,2024-11-27
134,Cliente_134,Sobrenome_134,cliente134@email.com,Rio de Janeiro,RS,2025-07-02
135,Cliente_135,Sobrenome_135,cliente135@email.com,São Paulo,MG,2025-03-03
136,Cliente_136,Sobrenome_136,cliente136@email.com,São Paulo,MG,2025-05-21
137,Cliente_137,Sobrenome_137,cliente137@email.com,Rio de Janeiro,SP,2025-03-08
138,Cliente_138,Sobrenome_138,cliente138@email.com,Salvador,RS,2024-10-23
139,Cliente_139,Sobrenome_139,cliente139@email.com,Rio de Janeiro,RJ,2025-06-14
140,Cliente_140,Sobrenome_140,cliente140@email.com,Rio de Janeiro,RS,2025-08-24
141,Cliente_141,Sobrenome_141,cliente141@email.com,Rio de Janeiro,MG,2025-02-07
142,Cliente_142,Sobrenome_142,cliente142@email.com,Rio de Janeiro,MG,2025-06-16
143,Cliente_143,Sobrenome_143,cliente143@email.com,São Paulo,RS,2025-08-17
144,Cliente_144,Sobrenome_144,cliente144@email.com,Porto Alegre,RJ,2025-05-26
145,Cliente_145,Sobrenome_145,cliente145@email.com,Porto Alegre,MG,2025-04-02
146,Cliente_146,Sobrenome_146,cliente146@email.com,Rio de Janeiro,RJ,2025-08-24
147,Cliente_147,Sobrenome_147,cliente147@email.com,Rio de Janeiro,RS,2025-03-21
148,Cliente_148,Sobrenome_148,cliente148@email.com,Belo Horizonte,SP,2025-04-16
149,Cliente_149,Sobrenome_149,cliente149@email.com,Belo Horizonte,BA,2025-02-13
150,Cliente_150,Sobrenome_150,cliente150@email.com,Salvador,MG,2025-08-22
151,Cliente_151,Sobrenome_151,cliente151@email.com,São Paulo,MG,2025-06-06
152,Cliente_152,Sobrenome_152,cliente152@email.com,Salvador,MG,2025-08-17
153,Cliente_153,Sobrenome_153,cliente153@email.com,São Paulo,BA,2025-01-26
154,Cliente_154,Sobrenome_154,cliente154@email.com,Belo Horizonte,MG,2025-01-25
155,Cliente_155,Sobrenome_155,cliente155@email.com,Salvador,BA,2025-07-08
156,Cliente_156,Sobrenome_156,cliente156@email.com,Porto Alegre,BA,2025-05-31
157,Cliente_157,Sobrenome_157,cliente157@email.com,Belo Horizonte,SP,2024-09-08
158,Cliente_158,Sobrenome_158,cliente158@email.com,Porto Alegre,SP,2024-12-13
159,Cliente_159,Sobrenome_159,cliente159@email.com,Salvador,RJ,2025-03-03
160,Cliente_160,Sobrenome_160,cliente160@email.com,Porto Alegre,SP,2024-09-30
161,Cliente_161,Sobrenome_161,cliente161@email.com,Belo Horizonte,BA,2025-03-29
162,Cliente_162,Sobrenome_162,cliente162@email.com,São Paulo,MG,2024-12-20
163,Cliente_163,Sobrenome_163,cliente163@email.com,Belo Horizonte,RS,2025-03-22
164,Cliente_164,Sobrenome_164,cliente164@email.com,Porto Alegre,MG,2024-11-26
165,Cliente_165,Sobrenome_165,cliente165@email.com,Rio de Janeiro,RJ,2025-02-02
166,Cliente_166,Sobrenome_166,cliente166@email.com,Porto Alegre,RJ,2024-10-25
167,Cliente_167,Sobrenome_167,cliente167@email.com,Salvador,MG,2025-02-10
168,Cliente_168,Sobrenome_168,cliente168@email.com,Salvador,SP,2025-04-03
169,Cliente_169,Sobrenome_169,cliente169@email.com,Belo Horizonte,RJ,2025-01-28
170,Cliente_170,Sobrenome_170,cliente170@email.com,Salvador,BA,2024-10-05
171,Cliente_171,Sobrenome_171,cliente171@email.com,Belo Horizonte,RS,2025-01-22
172,Cliente_172,Sobrenome_172,cliente172@email.com,Porto Alegre,RJ,2024-12-18
173,Cliente_173,Sobrenome_173,cliente173@email.com,Porto Alegre,RJ,2024-10-03
174,Cliente_174,Sobrenome_174,cliente174@email.com,São Paulo,MG,2024-12-16
175,Cliente_175,Sobrenome_175,cliente175@email.com,Salvador,MG,2025-07-20
176,Cliente_176,Sobrenome_176,cliente176@email.com,Rio de Janeiro,MG,2025-05-13
177,Cliente_177,Sobrenome_177,cliente177@email.com,Rio de Janeiro,RJ,2025-08-24
178,Cliente_178,Sobrenome_178,cliente178@email.com,São Paulo,RJ,2025-01-05
179,Cliente_179,Sobrenome_179,cliente179@email.com,Salvador,SP,2025-01-15
180,Cliente_180,Sobrenome_180,cliente180@email.com,Porto Alegre,BA,2025-05-29
181,Cliente_181,Sobrenome_181,cliente181@email.com,Porto Alegre,RS,2025-02-13
182,Cliente_182,Sobrenome_182,cliente182@email.com,Rio de Janeiro,RJ,2024-10-05
183,Cliente_183,Sobrenome_183,cliente183@email.com,São Paulo,SP,2025-01-31
184,Cliente_184,Sobrenome_184,cliente184@email.com,Rio de Janeiro,RJ,2024-09-14
185,Cliente_185,Sobrenome_185,cliente185@email.com,Salvador,RS,2025-08-11
186,Cliente_186,Sobrenome_186,cliente186@email.com,Salvador,RJ,2025-07-05
187,Cliente_187,Sobrenome_187,cliente187@email.com,Porto Alegre,RJ,2025-01-11
188,Cliente_188,Sobrenome_188,cliente188@email.com,Salvador,BA,2024-11-05
189,Cliente_189,Sobrenome_189,cliente189@email.com,Belo Horizonte,RS,2024-10-27
190,Cliente_190,Sobrenome_190,cliente190@email.com,Salvador,RS,2024-11-29
191,Cliente_191,Sobrenome_191,cliente191@email.com,Porto Alegre,RJ,2025-01-05
192,Cliente_192,Sobrenome_192,cliente192@email.com,Porto Alegre,MG,2025-05-02
193,Cliente_193,Sobrenome_193,cliente193@email.com,Belo Horizonte,BA,2024-12-31
194,Cliente_194,Sobrenome_194,cliente194@email.com,Rio de Janeiro,MG,2025-01-23
195,Cliente_195,Sobrenome_195,cliente195@email.com,São Paulo,MG,2025-05-08
196,Cliente_196,Sobrenome_196,cliente196@email.com,Belo Horizonte,MG,2025-03-26
197,Cliente_197,Sobrenome_197,cliente197@email.com,Salvador,SP,2025-06-27
198,Cliente_198,Sobrenome_198,cliente198@email.com,Rio de Janeiro,RJ,2025-02-21
199,Cliente_199,Sobrenome_199,cliente199@email.com,Rio de Janeiro,RJ,2025-08-04
200,Cliente_200,Sobrenome_200,cliente200@email.com,Porto Alegre,RS,2025-03-20
201,Cliente_201,Sobrenome_201,cliente201@email.com,Salvador,RS,2025-02-05
202,Cliente_202,Sobrenome_202,cliente202@email.com,São Paulo,RJ,2025-02-02
203,Cliente_203,Sobrenome_203,cliente203@email.com,Porto Alegre,BA,2024-09-14
204,Cliente_204,Sobrenome_204,cliente204@email.com,São Paulo,BA,2025-02-23
205,Cliente_205,Sobrenome_205,cliente205@email.com,Porto Alegre,SP,2025-03-09
206,Cliente_206,Sobrenome_206,cliente206@email.com,Belo Horizonte,RS,2025-02-03
207,Cliente_207,Sobrenome_207,cliente207@email.com,Salvador,BA,2024-11-01
208,Cliente_208,Sobrenome_208,cliente208@email.com,Rio de Janeiro,RS,2025-05-16
209,Cliente_209,Sobrenome_209,cliente209@email.com,Belo Horizonte,RS,2024-12-31
210,Cliente_210,Sobrenome_210,cliente210@email.com,São Paulo,RS,2025-03-17
211,Cliente_211,Sobrenome_211,cliente211@email.com,Porto Alegre,RJ,2025-01-09
212,Cliente_212,Sobrenome_212,cliente212@email.com,Rio de Janeiro,BA,2024-12-06
213,Cliente_213,Sobrenome_213,cliente213@email.com,São Paulo,RS,2024-11-06
214,Cliente_214,Sobrenome_214,cliente214@email.com,Salvador,SP,2025-07-25
215,Cliente_215,Sobrenome_215,cliente215@email.com,Porto Alegre,RJ,2025-01-12
216,Cliente_216,Sobrenome_216,cliente216@email.com,Rio de Janeiro,SP,2025-04-25
217,Cliente_217,Sobrenome_217,cliente217@email.com,Porto Alegre,MG,2025-05-20
218,Cliente_218,Sobrenome_218,cliente218@email.com,Porto Alegre,MG,2025-03-17
219,Cliente_219,Sobrenome_219,cliente219@email.com,Porto Alegre,MG,2025-02-02
220,Cliente_220,Sobrenome_220,cliente220@email.com,Belo Horizonte,SP,2025-01-08
221,Cliente_221,Sobrenome_221,cliente221@email.com,São Paulo,BA,2025-08-10
222,Cliente_222,Sobrenome_222,cliente222@email.com,Belo Horizonte,RJ,2024-10-08
223,Cliente_223,Sobrenome_223,cliente223@email.com,São Paulo,SP,2025-08-21
224,Cliente_224,Sobrenome_224,cliente224@email.com,Rio de Janeiro,RJ,2025-08-26
225,Cliente_225,Sobrenome_225,cliente225@email.com,Salvador,RJ,2025-05-06
226,Cliente_226,Sobrenome_226,cliente226@email.com,Rio de Janeiro,RS,2024-09-28
227,Cliente_227,Sobrenome_227,cliente227@email.com,São Paulo,BA,2025-05-17
228,Cliente_228,Sobrenome_228,cliente228@email.com,Porto Alegre,MG,2025-03-01
229,Cliente_229,Sobrenome_229,cliente229@email.com,Rio de Janeiro,BA,2024-10-30
230,Cliente_230,Sobrenome_230,cliente230@email.com,São Paulo,RJ,2025-03-30
231,Cliente_231,Sobrenome_231,cliente231@email.com,São Paulo,BA,2025-08-23
232,Cliente_232,Sobrenome_232,cliente232@email.com,Belo Horizonte,BA,2024-09-24
233,Cliente_233,Sobrenome_233,cliente233@email.com,Porto Alegre,RS,2025-05-27
234,Cliente_234,Sobrenome_234,cliente234@email.com,São Paulo,BA,2024-09-17
235,Cliente_235,Sobrenome_235,cliente235@email.com,Rio de Janeiro,SP,2024-09-14
236,Cliente_236,Sobrenome_236,cliente236@email.com,Belo Horizonte,BA,2025-07-06
237,Cliente_237,Sobrenome_237,cliente237@email.com,Salvador,SP,2025-03-12
238,Cliente_238,Sobrenome_238,cliente238@email.com,Salvador,RS,2024-10-02
239,Cliente_239,Sobrenome_239,cliente239@email.com,Belo Horizonte,SP,2024-12-20
240,Cliente_240,Sobrenome_240,cliente240@email.com,Belo Horizonte,SP,2025-02-02
241,Cliente_241,Sobrenome_241,cliente241@email.com,Porto Alegre,SP,2025-01-27
242,Cliente_242,Sobrenome_242,cliente242@email.com,Belo Horizonte,RS,2024-09-08
243,Cliente_243,Sobrenome_243,cliente243@email.com,Rio de Janeiro,RS,2025-06-07
244,Cliente_244,Sobrenome_244,cliente244@email.com,Salvador,MG,2024-10-25
245,Cliente_245,Sobrenome_245,cliente245@email.com,Salvador,RS,2025-01-10
246,Cliente_246,Sobrenome_246,cliente246@email.com,Porto Alegre,BA,2025-04-21
247,Cliente_247,Sobrenome_247,cliente247@email.com,Belo Horizonte,RJ,2025-07-23
248,Cliente_248,Sobrenome_248,cliente248@email.com,Belo Horizonte,RS,2025-05-04
249,Cliente_249,Sobrenome_249,cliente249@email.com,Porto Alegre,BA,2024-10-28
250,Cliente_250,Sobrenome_250,cliente250@email.com,Porto Alegre,MG,2025-08-22
251,Cliente_251,Sobrenome_251,cliente251@email.com,Porto Alegre,MG,2025-06-04
252,Cliente_252,Sobrenome_252,cliente252@email.com,Porto Alegre,RJ,2025-03-08
253,Cliente_253,Sobrenome_253,cliente253@email.com,Belo Horizonte,MG,2025-04-15
254,Cliente_254,Sobrenome_254,cliente254@email.com,Salvador,MG,2024-11-25
255,Cliente_255,Sobrenome_255,cliente255@email.com,São Paulo,BA,2025-05-31
256,Cliente_256,Sobrenome_256,cliente256@email.com,São Paulo,RJ,2025-02-09
257,Cliente_257,Sobrenome_257,cliente257@email.com,Porto Alegre,BA,2025-05-05
258,Cliente_258,Sobrenome_258,cliente258@email.com,Porto Alegre,RS,2025-01-19
259,Cliente_259,Sobrenome_259,cliente259@email.com,São Paulo,SP,2025-04-08
260,Cliente_260,Sobrenome_260,cliente260@email.com,Rio de Janeiro,RS,2024-09-16
261,Cliente_261,Sobrenome_261,cliente261@email.com,Rio de Janeiro,MG,2024-10-01
262,Cliente_262,Sobrenome_262,cliente262@email.com,Salvador,MG,2025-01-06
263,Cliente_263,Sobrenome_263,cliente263@email.com,Salvador,BA,2025-03-13
264,Cliente_264,Sobrenome_264,cliente264@email.com,Porto Alegre,BA,2025-03-20
265,Cliente_265,Sobrenome_265,cliente265@email.com,Belo Horizonte,RS,2025-04-20
266,Cliente_266,Sobrenome_266,cliente266@email.com,Belo Horizonte,MG,2025-05-10
267,Cliente_267,Sobrenome_267,cliente267@email.com,São Paulo,RJ,2025-03-28
268,Cliente_268,Sobrenome_268,cliente268@email.com,São Paulo,BA,2024-09-17
269,Cliente_269,Sobrenome_269,cliente269@email.com,Rio de Janeiro,RJ,2025-05-18
270,Cliente_270,Sobrenome_270,cliente270@email.com,Porto Alegre,MG,2024-11-08
271,Cliente_271,Sobrenome_271,cliente271@email.com,Salvador,BA,2025-04-14
272,Cliente_272,Sobrenome_272,cliente272@email.com,São Paulo,RJ,2025-04-07
273,Cliente_273,Sobrenome_273,cliente273@email.com,Rio de Janeiro,MG,2025-06-06
274,Cliente_274,Sobrenome_274,cliente274@email.com,Belo Horizonte,SP,2024-09-08
275,Cliente_275,Sobrenome_275,cliente275@email.com,Salvador,RJ,2025-04-18
276,Cliente_276,Sobrenome_276,cliente276@email.com,São Paulo,SP,2024-11-26
277,Cliente_277,Sobrenome_277,cliente277@email.com,Belo Horizonte,RJ,2024-10-14
278,Cliente_278,Sobrenome_278,cliente278@email.com,Porto Alegre,SP,2025-08-30
279,Cliente_279,Sobrenome_279,cliente279@email.com,Salvador,MG,2025-01-08
280,Cliente_280,Sobrenome_280,cliente280@email.com,Porto Alegre,RS,2025-03-15
281,Cliente_281,Sobrenome_281,cliente281@email.com,Rio de Janeiro,SP,2025-04-29
282,Cliente_282,Sobrenome_282,cliente282@email.com,Porto Alegre,SP,2025-08-03
283,Cliente_283,Sobrenome_283,cliente283@email.com,Porto Alegre,RS,2025-07-30
284,Cliente_284,Sobrenome_284,cliente284@email.com,Salvador,SP,2025-06-20
285,Cliente_285,Sobrenome_285,cliente285@email.com,Rio de Janeiro,BA,2025-04-03
286,Cliente_286,Sobrenome_286,cliente286@email.com,São Paulo,RJ,2025-07-07
287,Cliente_287,Sobrenome_287,cliente287@email.com,Salvador,RS,2024-10-30
288,Cliente_288,Sobrenome_288,cliente288@email.com,Salvador,BA,2025-05-13
289,Cliente_289,Sobrenome_289,cliente289@email.com,Salvador,RS,2025-01-18
290,Cliente_290,Sobrenome_290,cliente290@email.com,Porto Alegre,MG,2024-11-08
291,Cliente_291,Sobrenome_291,cliente291@email.com,Porto Alegre,MG,2024-11-18
292,Cliente_292,Sobrenome_292,cliente292@email.com,Salvador,SP,2024-10-28
293,Cliente_293,Sobrenome_293,cliente293@email.com,São Paulo,RJ,2024-10-20
294,Cliente_294,Sobrenome_294,cliente294@email.com,Rio de Janeiro,MG,2024-10-02
295,Cliente_295,Sobrenome_295,cliente295@email.com,São Paulo,RJ,2025-05-06
296,Cliente_296,Sobrenome_296,cliente296@email.com,Rio de Janeiro,BA,2025-07-29
297,Cliente_297,Sobrenome_297,cliente297@email.com,Rio de Janeiro,SP,2025-02-08
298,Cliente_298,Sobrenome_298,cliente298@email.com,Porto Alegre,BA,2025-01-08
299,Cliente_299,Sobrenome_299,cliente299@email.com,Belo Horizonte,SP,2025-05-10
300,Cliente_300,Sobrenome_300,cliente300@email.com,Belo Horizonte,MG,2024-09-11
301,Cliente_301,Sobrenome_301,cliente301@email.com,Porto Alegre,SP,2024-09-19
302,Cliente_302,Sobrenome_302,cliente302@email.com,Rio de Janeiro,MG,2024-10-20
303,Cliente_303,Sobrenome_303,cliente303@email.com,Salvador,RJ,2025-01-31
304,Cliente_304,Sobrenome_304,cliente304@email.com,São Paulo,BA,2025-05-13
305,Cliente_305,Sobrenome_305,cliente305@email.com,Rio de Janeiro,MG,2025-06-25
306,Cliente_306,Sobrenome_306,cliente306@email.com,São Paulo,SP,2025-06-13
307,Cliente_307,Sobrenome_307,cliente307@email.com,Belo Horizonte,BA,2024-11-18
308,Cliente_308,Sobrenome_308,cliente308@email.com,Belo Horizonte,RS,2025-07-04
309,Cliente_309,Sobrenome_309,cliente309@email.com,Porto Alegre,MG,2024-09-12
310,Cliente_310,Sobrenome_310,cliente310@email.com,Porto Alegre,MG,2024-12-23
311,Cliente_311,Sobrenome_311,cliente311@email.com,Salvador,RS,2025-01-24
